ABDOMEM ,FECG,TORAX,Tempo,0
0.0150830000000000,0.0151000000000000,-0.00345800000000000,0,0
0.176487000000000,0.176400000000000,0.179080000000000,50,0
0.886337000000000,0.720100000000000,0.714532000000000,100,0
0.222549000000000,0.205800000000000,0.0322540000000000,150,0
-0.0381250000000000,-0.0314000000000000,-0.0747120000000000,200,0
2.14868000000000,1.07630000000000,1.92874000000000,250,0
-0.782784000000000,0.0277000000000000,-0.301313000000000,300,0
0.0266010000000000,0.0156000000000000,-0.0269630000000000,350,0
0.0258560000000000,-0.0203000000000000,0.0466720000000000,400,0
0.299086000000000,0.0868000000000000,0.250599000000000,450,0
0.308433000000000,0.0505000000000000,0.183016000000000,500,0
-0.0238600000000000,-0.0332000000000000,0.0394650000000000,550,0
0.166583000000000,0.172100000000000,-0.0158040000000000,570,1
-0.0918660000000000,-0.0969000000000000,-0.00133000000000000,600,0
0.00764700000000000,0.0108000000000000,0.0288660000000000,650,0
0.00793800000000000,-0.00140000000000000,-0.0129900000000000,700,0
0.642964000000000,0.156000000000000,0.583328000000000,750,0
0.424616000000000,0.0152000000000000,0.270039000000000,800,0
0.0130420000000000,-0.00230000000000000,0.0173840000000000,850,0
-0.108832000000000,0.110600000000000,0.108690000000000,900,0
1.36444,0.330100000000000,1.567662,915,1
-0.223357000000000,-0.189800000000000,-0.876731000000000,950,0
0.147225000000000,0.136600000000000,-0.00691100000000000,1000,0
-0.00866600000000000,-0.0377000000000000,0.0384500000000000,1050,0
0.0569220000000000,-0.0105000000000000,0.0789890000000000,1100,0
0.490658000000000,0.0309000000000000,0.399599000000000,1150,0
0.0995530000000000,0.0251000000000000,0.0383840000000000,1200,0
0.0295490000000000,0.0247000000000000,-0.0245390000000000,1250,0
0.00814400000000000,0.00940000000000000,0.0406940000000000,1300,0
-0.0103770000000000,-0.0120000000000000,0.0184230000000000,1350,0
0.183149000000000,0.0636000000000000,0.166660000000000,1400,0
0.513380000000000,0.207900000000000,0.355921000000000,1412,1
0.880959000000000,0.00270000000000000,0.691995000000000,1450,0
0.791706000000000,0.0190000000000000,0.561078000000000,1458,1
0.0763270000000000,0.0311000000000000,0.0258280000000000,1500,0
-0.0484800000000000,-0.0265000000000000,-0.112559000000000,1550,0
1.443731,0.189300000000000,1.626803,1591,1
2.16986400000000,0.0981000000000000,1.88606600000000,1600,0
-0.846717000000000,0.0815000000000000,-0.283686000000000,1650,0
0.0126620000000000,-0.00630000000000000,0.0113350000000000,1700,0
0.0970090000000000,0.0547000000000000,0.0141720000000000,1750,0
0.232637000000000,-0.0336000000000000,0.273540000000000,1800,0
0.616032000000000,0.176700000000000,0.313990000000000,1834,1
0.247417000000000,-0.0663000000000000,0.232383000000000,1850,0
0.0175660000000000,0.00400000000000000,0.0288120000000000,1900,0
0.0189490000000000,-0.000400000000000000,0.0159180000000000,1950,0
0.0277070000000000,0.0311000000000000,-0.00205700000000000,2000,0
0.0155880000000000,0.0124000000000000,0.0188940000000000,2050,0
0.605932000000000,0.0266000000000000,0.565970000000000,2100,0
0.471669000000000,0.0169000000000000,0.273397000000000,2150,0
-0.00276600000000000,-0.0272000000000000,0.0229240000000000,2200,0
-0.0294640000000000,0.195100000000000,0.134627000000000,2250,0
0.659917000000000,0.236600000000000,0.877077000000000,2258,1
-0.251420000000000,-0.143600000000000,-0.891020000000000,2300,0
0.0500920000000000,0.0445000000000000,-0.000353000000000000,2350,0
0.0480330000000000,0.0266000000000000,0.0220710000000000,2400,0
0.0618890000000000,0.00120000000000000,0.0502960000000000,2450,0
0.498663000000000,0.0436000000000000,0.381290000000000,2500,0
0.0944120000000000,0.00670000000000000,0.0379510000000000,2550,0
0.0257260000000000,0.0285000000000000,0.00864400000000000,2600,0
-0.0182860000000000,-0.0219000000000000,-0.00401100000000000,2650,0
0.165382000000000,0.159000000000000,-0.0245090000000000,2677,1
-0.0949930000000000,-0.0902000000000000,-0.0107300000000000,2700,0
0.110416000000000,-0.00730000000000000,0.149285000000000,2750,0
0.884056000000000,0.00440000000000000,0.670673000000000,2800,0
0.0352760000000000,-0.00950000000000000,-0.00238600000000000,2850,0
-0.0552780000000000,-0.0237000000000000,-0.0630490000000000,2900,0
