Abdomem,Fecg,Torax,Tempo,Classificacao
-0.077530,-0.0652,0.005691,2692,0
-0.096826,-0.0831,-0.021121,2693,0
-0.072473,-0.0635,0.031612,2694,0
-0.136887,-0.1278,-0.017904,2695,0
-0.089333,-0.0805,-0.010384,2696,0
-0.049974,-0.0415,-0.000186,2697,0
-0.075038,-0.0700,0.018201,2698,0
-0.100755,-0.0972,-0.004042,2699,0
-0.094993,-0.0902,-0.010730,2700,0
-0.099466,-0.0956,-0.001654,2701,0
-0.083703,-0.0835,0.029670,2702,0
-0.086552,-0.0904,0.022807,2703,0
-0.021898,-0.0230,-0.033033,2704,0
-0.084421,-0.0849,-0.002631,2705,0
-0.067937,-0.0685,-0.000281,2706,0
-0.039289,-0.0407,0.010286,2707,0
-0.047845,-0.0535,0.032313,2708,0
-0.038421,-0.0428,0.001229,2709,0
-0.016454,-0.0211,-0.002640,2710,0
0.015212,0.0099,0.004268,2711,0
-0.033744,-0.0359,-0.026081,2712,0
-0.024816,-0.0260,-0.000524,2713,0
0.015228,0.0121,0.017448,2714,0
0.001653,-0.0043,0.024054,2715,0
0.029390,0.0240,-0.001914,2716,0
0.002180,-0.0071,0.048377,2717,0
0.034740,0.0232,0.031236,2718,0
0.014997,0.0023,0.002667,2719,0
-0.000996,-0.0173,0.037441,2720,0
0.000595,-0.0185,0.032037,2721,0
0.052671,0.0308,0.037376,2722,0
-0.028471,-0.0537,0.050465,2723,0
-0.002927,-0.0301,0.027319,2724,0
0.006355,-0.0229,0.028674,2725,0
0.027593,-0.0014,0.012009,2726,0
0.007100,-0.0232,0.016518,2727,0
0.032573,-0.0012,0.048611,2728,0
-0.018512,-0.0539,0.037992,2729,0
0.027613,-0.0021,-0.025125,2730,0
0.000386,-0.0249,-0.022394,2731,0
0.004722,-0.0207,0.035012,2732,0
-0.010917,-0.0327,-0.006801,2733,0
-0.007502,-0.0284,0.008949,2734,0
0.049918,0.0268,0.048959,2735,0
0.031148,0.0073,0.032289,2736,0
0.008825,-0.0188,0.062093,2737,0
0.005814,-0.0229,0.041552,2738,0
-0.008704,-0.0401,0.047733,2739,0
0.049055,0.0151,0.047082,2740,0
0.062461,0.0257,0.044777,2741,0
0.067700,0.0259,0.068551,2742,0
0.070093,0.0198,0.112392,2743,0
0.104539,0.0512,0.060225,2744,0
0.076811,0.0174,0.068289,2745,0
0.078980,0.0052,0.151098,2746,0
0.106283,0.0223,0.137412,2747,0
0.116394,0.0202,0.146660,2748,0
0.107518,-0.0011,0.159945,2749,0
0.110416,-0.0073,0.149285,2750,0
0.132928,0.0034,0.172913,2751,0
0.165700,0.0226,0.204512,2752,0
0.175379,0.0209,0.183350,2753,0
0.244917,0.0739,0.239756,2754,0
0.207426,0.0225,0.222561,2755,0
0.235787,0.0339,0.257821,2756,0
0.259817,0.0365,0.316573,2757,0
0.274416,0.0331,0.308595,2758,0
0.286696,0.0250,0.322020,2759,0
0.312023,0.0292,0.343156,2760,0
0.303638,0.0021,0.359935,2761,0
0.319714,-0.0010,0.369267,2762,0
0.354984,0.0166,0.368400,2763,0
0.379888,0.0244,0.376896,2764,0
0.395815,0.0208,0.406697,2765,0
0.432610,0.0407,0.402048,2766,0
0.473418,0.0623,0.443392,2767,0
0.468451,0.0357,0.470330,2768,0
0.503074,0.0527,0.464443,2769,0
0.513809,0.0420,0.502984,2770,0
0.535690,0.0402,0.548629,2771,0
0.551769,0.0390,0.520942,2772,0
0.559811,0.0279,0.543808,2773,0
0.571980,0.0172,0.593669,2774,0
0.595759,0.0199,0.594790,2775,0
0.629239,0.0350,0.587233,2776,0
0.694672,0.0843,0.579569,2777,0
0.651742,0.0231,0.607478,2778,0
0.682866,0.0346,0.636397,2779,0
0.714950,0.0494,0.635581,2780,0
0.712670,0.0269,0.670757,2781,0
0.747482,0.0431,0.682680,2782,0
0.773966,0.0498,0.712017,2783,0
0.785580,0.0394,0.740934,2784,0
0.785458,0.0186,0.753243,2785,0
0.802931,0.0218,0.720773,2786,0
0.807632,0.0070,0.768356,2787,0
0.862302,0.0446,0.765019,2788,0
0.876804,0.0439,0.772462,2789,0
0.895416,0.0530,0.728789,2790,0
0.902527,0.0450,0.783444,2791,0
0.870516,0.0033,0.741601,2792,0
0.898478,0.0225,0.754631,2793,0
0.911388,0.0275,0.762552,2794,0
0.922063,0.0312,0.759227,2795,0
0.929827,0.0353,0.746961,2796,0
0.891283,-0.0029,0.719208,2797,0
0.913201,0.0221,0.709213,2798,0
0.928128,0.0400,0.718406,2799,0
0.884056,0.0044,0.670673,2800,0
0.908145,0.0381,0.649755,2801,0
0.925326,0.0632,0.677352,2802,0
0.880671,0.0297,0.640791,2803,0
0.848488,0.0141,0.591141,2804,0
0.869708,0.0461,0.624440,2805,0
0.828409,0.0208,0.588899,2806,0
0.816779,0.0194,0.620849,2807,0
0.822183,0.0424,0.551526,2808,0
0.807113,0.0444,0.550497,2809,0
0.710545,-0.0308,0.499832,2810,0
0.782057,0.0569,0.537742,2811,0
0.738540,0.0286,0.521343,2812,0
0.716725,0.0246,0.487671,2813,0
0.685526,0.0110,0.483592,2814,0
0.678672,0.0210,0.464417,2815,0
0.620960,-0.0185,0.435306,2816,0
0.649441,0.0301,0.419332,2817,0
0.632071,0.0349,0.375701,2818,0
0.567128,-0.0086,0.354778,2819,0
0.550519,-0.0054,0.373195,2820,0
0.532666,-0.0037,0.351549,2821,0
0.519897,0.0049,0.334484,2822,0
0.482868,-0.0115,0.305505,2823,0
0.493924,0.0185,0.310784,2824,0
0.472728,0.0127,0.313498,2825,0
0.450656,0.0131,0.253674,2826,0
0.412519,-0.0040,0.248372,2827,0
0.390976,-0.0042,0.222692,2828,0
0.389462,0.0148,0.217565,2829,0
0.349320,-0.0049,0.199663,2830,0
0.354740,0.0213,0.174594,2831,0
0.271042,-0.0438,0.177436,2832,0
0.287387,-0.0075,0.140587,2833,0
0.268742,-0.0055,0.116841,2834,0
0.227068,-0.0239,0.089074,2835,0
0.239551,0.0083,0.102516,2836,0
0.193718,-0.0190,0.095253,2837,0
0.206530,0.0104,0.092932,2838,0
0.173019,-0.0057,0.076081,2839,0
0.159364,0.0015,0.035488,2840,0
0.148885,0.0059,0.056644,2841,0
0.127608,0.0020,0.023833,2842,0
0.126488,0.0132,0.050260,2843,0
0.084863,-0.0146,0.026852,2844,0
0.103886,0.0165,0.027098,2845,0
0.099278,0.0227,0.022495,2846,0
0.076625,0.0070,0.051205,2847,0
0.045841,-0.0147,0.012941,2848,0
0.052977,0.0005,0.007900,2849,0
0.035276,-0.0095,-0.002386,2850,0
0.028000,-0.0116,0.019769,2851,0
0.026885,-0.0074,0.013264,2852,0
0.047267,0.0218,-0.024723,2853,0
0.017377,-0.0065,0.031448,2854,0
0.037580,0.0202,-0.030401,2855,0
0.047667,0.0346,-0.005623,2856,0
0.022566,0.0098,0.017351,2857,0
0.033408,0.0241,-0.002998,2858,0
0.031730,0.0238,0.004278,2859,0
0.012435,0.0034,0.026538,2860,0
0.013709,0.0108,-0.041038,2861,0
0.025752,0.0252,-0.000253,2862,0
0.030779,0.0286,0.020239,2863,0
0.005599,0.0014,0.023155,2864,0
-0.021216,-0.0260,0.006111,2865,0
0.023141,0.0166,0.024137,2866,0
0.000804,-0.0095,0.040910,2867,0
0.004296,-0.0070,0.003076,2868,0
0.022134,0.0101,0.021072,2869,0
0.054859,0.0420,0.000628,2870,0
0.035371,0.0220,0.008505,2871,0
0.009008,-0.0083,0.047470,2872,0
0.032271,0.0108,0.044198,2873,0
-0.002274,-0.0228,0.001686,2874,0
0.020160,-0.0002,0.016300,2875,0
0.026675,0.0042,0.014574,2876,0
0.006724,-0.0175,0.027738,2877,0
-0.019099,-0.0424,0.012052,2878,0
0.056746,0.0331,0.024042,2879,0
0.040902,0.0172,0.015714,2880,0
-0.002595,-0.0272,0.029449,2881,0
-0.017148,-0.0405,0.015201,2882,0
0.015121,-0.0067,0.000429,2883,0
0.017387,-0.0015,-0.007371,2884,0
0.040159,0.0206,0.018351,2885,0
-0.001039,-0.0204,0.013896,2886,0
0.022442,0.0053,0.009165,2887,0
0.012231,-0.0069,0.043042,2888,0
0.008114,-0.0094,-0.003412,2889,0
-0.003376,-0.0202,0.009586,2890,0
0.028894,0.0131,0.005167,2891,0
0.035302,0.0210,0.005442,2892,0
-0.023116,-0.0341,-0.016812,2893,0
0.018114,0.0092,-0.002797,2894,0
0.004150,0.0007,-0.037564,2895,0
-0.006262,-0.0085,0.003832,2896,0
-0.022069,-0.0185,-0.043262,2897,0
0.003820,0.0131,-0.049690,2898,0
-0.033099,-0.0088,-0.139017,2899,0
-0.055278,-0.0237,-0.063049,2900,0
-0.057063,-0.0137,-0.108847,2901,0
-0.075132,-0.0167,-0.145208,2902,0
-0.106267,-0.0307,-0.158991,2903,0
-0.126785,-0.0336,-0.186595,2904,0
-0.166242,-0.0505,-0.234212,2905,0
-0.196536,-0.0547,-0.277135,2906,0
-0.204017,-0.0334,-0.312388,2907,0
-0.250681,-0.0550,-0.298700,2908,0
-0.277700,-0.0553,-0.321827,2909,0
-0.261938,-0.0107,-0.365337,2910,0
-0.306659,-0.0276,-0.357451,2911,0
-0.375598,-0.0680,-0.394997,2912,0
-0.349585,-0.0156,-0.394075,2913,0
-0.391818,-0.0424,-0.339576,2914,0
-0.378050,-0.0057,-0.393607,2915,0
-0.437031,-0.0514,-0.338072,2916,0
-0.398868,-0.0044,-0.321227,2917,0
-0.388476,0.0085,-0.280046,2918,0
-0.381096,0.0146,-0.263073,2919,0
-0.374858,0.0122,-0.219621,2920,0
-0.352972,0.0128,-0.120194,2921,0
-0.343208,-0.0033,-0.087853,2922,0
-0.313203,-0.0104,0.024447,2923,0
-0.262115,0.0020,0.041999,2924,0
-0.151239,0.0653,0.119802,2925,0
-0.111441,0.0482,0.225004,2926,0
-0.024217,0.0708,0.305104,2927,0
0.030016,0.0512,0.417312,2928,0
0.125552,0.0694,0.498825,2929,0
0.223623,0.0800,0.606082,2930,0
0.277850,0.0444,0.688284,2931,0
0.412599,0.0796,0.824667,2932,0
0.524094,0.0943,0.860242,2933,0
0.615392,0.0836,0.961698,2934,0
0.740140,0.1016,1.071877,2935,0
0.876352,0.1301,1.167733,2936,0
0.999117,0.1423,1.257711,2937,0
1.095608,0.1277,1.354510,2938,0
1.170436,0.0838,1.486411,2939,0
1.283784,0.0812,1.552031,2940,0
1.429905,0.1120,1.642465,2941,0
1.513927,0.0798,1.733106,2942,0
1.588550,0.0440,1.783490,2943,0
1.700629,0.0545,1.798015,2944,0
1.820238,0.0750,1.866942,2945,0
1.887984,0.0538,1.854939,2946,0
1.952897,0.0357,1.905144,2947,0
2.067936,0.0767,1.893390,2948,0
2.105869,0.0494,1.882943,2949,0
2.168082,0.0568,1.881601,2950,0
2.177400,0.0183,1.886402,2951,0
2.209420,0.0134,1.871062,2952,0
2.224388,0.0073,1.796480,2953,0
2.208685,-0.0139,1.728033,2954,0
2.194739,-0.0236,1.689230,2955,0
2.173232,-0.0228,1.574350,2956,0
2.100157,-0.0620,1.503711,2957,0
2.043104,-0.0743,1.434828,2958,0
2.002468,-0.0526,1.276462,2959,0
1.925800,-0.0553,1.167616,2960,0
1.845769,-0.0453,0.995302,2961,0
1.693151,-0.0971,0.877842,2962,0
1.581707,-0.0940,0.726345,2963,0
1.485723,-0.0674,0.599994,2964,0
1.308782,-0.1113,0.440987,2965,0
1.172397,-0.1071,0.322821,2966,0
1.026176,-0.1092,0.210962,2967,0
0.903569,-0.0807,0.047856,2968,0
0.748069,-0.0833,-0.076074,2969,0
0.542188,-0.1315,-0.216212,2970,0
0.434887,-0.0826,-0.322968,2971,0
0.255896,-0.1046,-0.446873,2972,0
0.114993,-0.0805,-0.632460,2973,0
-0.088567,-0.1193,-0.776963,2974,0
-0.222777,-0.0905,-0.888440,2975,0
-0.345677,-0.0579,-0.971392,2976,0
-0.527198,-0.0861,-1.080608,2977,0
-0.654105,-0.0661,-1.160571,2978,0
-0.763203,-0.0335,-1.242694,2979,0
-0.936310,-0.0752,-1.288533,2980,0
-1.011260,-0.0253,-1.345171,2981,0
-1.120407,-0.0281,-1.299478,2982,0
-1.256668,-0.0652,-1.361132,2983,0
-1.298584,-0.0123,-1.424749,2984,0
-1.415720,-0.0546,-1.364788,2985,0
-1.414187,0.0082,-1.328960,2986,0
-1.467412,0.0039,-1.320727,2987,0
-1.505594,-0.0051,-1.247535,2988,0
-1.476122,0.0392,-1.198186,2989,0
-1.502132,0.0137,-1.139457,2990,0
-1.452657,0.0493,-1.049165,2991,0
-1.398231,0.0804,-1.015848,2992,0
-1.365447,0.0706,-0.877679,2993,0
-1.340619,0.0455,-0.826470,2994,0
-1.226369,0.0988,-0.721583,2995,0
-1.147569,0.1037,-0.610657,2996,0
-1.074767,0.0957,-0.504690,2997,0
-1.005275,0.0767,-0.417795,2998,0
-0.883105,0.1063,-0.353005,2999,0
-0.764826,0.1326,-0.293659,3000,0
-0.676956,0.1261,-0.213034,3001,0
-0.584720,0.1269,-0.180776,3002,0
-0.519102,0.1036,-0.124197,3003,0
-0.428797,0.1107,-0.101473,3004,0
-0.378747,0.0787,-0.038905,3005,0
-0.240514,0.1467,-0.060694,3006,0
-0.227783,0.0907,-0.014177,3007,0
-0.164284,0.0952,-0.007691,3008,0
-0.130777,0.0795,-0.034005,3009,0
-0.074964,0.0895,0.008137,3010,0
-0.062272,0.0630,0.019642,3011,0
-0.016611,0.0778,0.008040,3012,0
0.010209,0.0809,-0.004055,3013,0
0.029638,0.0825,-0.015975,3014,0
0.027911,0.0661,-0.007919,3015,0
0.018597,0.0471,-0.013669,3016,0
-0.009185,0.0121,-0.016878,3017,0
0.031775,0.0443,0.022658,3018,0
0.006675,0.0113,0.029163,3019,0
0.007747,0.0082,0.018298,3020,0
0.016193,0.0085,0.051645,3021,0
0.037736,0.0240,0.050181,3022,0
0.029365,0.0156,0.000854,3023,0
0.013724,-0.0027,0.017931,3024,0
0.022640,0.0094,-0.019684,3025,0
0.003942,-0.0114,0.030801,3026,0
0.015968,-0.0007,0.020119,3027,0
0.017054,0.0020,-0.008270,3028,0
0.012728,-0.0014,-0.005099,3029,0
0.014273,-0.0033,0.037640,3030,0
0.010617,-0.0065,0.003165,3031,0
0.032210,0.0145,0.012793,3032,0
-0.007103,-0.0246,0.017946,3033,0
0.013621,0.0000,-0.013911,3034,0
0.020073,0.0093,-0.009178,3035,0
0.018891,0.0112,-0.002803,3036,0
0.024323,0.0137,0.046751,3037,0
-0.010252,-0.0201,-0.000602,3038,0
0.023394,0.0137,0.009562,3039,0
-0.006807,-0.0180,0.013673,3040,0
0.015803,0.0055,0.007815,3041,0
0.020942,0.0064,0.049034,3042,0
0.011434,-0.0028,0.002016,3043,0
0.013552,0.0004,-0.003676,3044,0
0.017303,0.0055,0.006468,3045,0
0.066719,0.0526,0.028391,3046,0
0.051266,0.0368,0.014388,3047,0
0.029618,0.0145,0.017813,3048,0
0.004511,-0.0131,0.026155,3049,0
0.003277,-0.0113,-0.020171,3050,0
0.021736,0.0052,0.026343,3051,0
0.034204,0.0242,-0.033775,3052,0
0.029958,0.0155,0.046751,3053,0
0.026685,0.0102,0.030394,3054,0
-0.008066,-0.0248,0.016343,3055,0
0.016641,-0.0025,0.033841,3056,0
0.033112,0.0144,0.020371,3057,0
0.025270,0.0077,-0.000777,3058,0
0.028295,0.0087,0.027096,3059,0
0.033041,0.0156,-0.005720,3060,0
-0.010465,-0.0280,0.019802,3061,0
0.016583,0.0038,-0.027891,3062,0
0.029675,0.0147,0.033010,3063,0
-0.035680,-0.0506,0.016414,3064,0
0.013011,-0.0028,0.012130,3065,0
0.003428,-0.0155,0.045019,3066,0
0.000244,-0.0209,0.021982,3067,0
-0.008615,-0.0287,0.016841,3068,0
0.006386,-0.0143,0.026237,3069,0
0.021321,-0.0022,0.041172,3070,0
0.013695,-0.0074,0.000337,3071,0
-0.002050,-0.0247,0.030260,3072,0
0.016943,-0.0084,0.035308,3073,0
0.032457,0.0038,0.050215,3074,0
0.036079,0.0042,0.041700,3075,0
0.042151,0.0096,0.027051,3076,0
0.042888,0.0093,0.018859,3077,0
0.034882,0.0005,0.035778,3078,0
0.068565,0.0351,0.016139,3079,0
0.083396,0.0510,0.014316,3080,0
0.065140,0.0367,-0.002049,3081,0
0.084949,0.0568,0.021869,3082,0
0.099551,0.0685,0.049701,3083,0
0.082341,0.0511,0.028746,3084,0
0.114036,0.0840,0.020897,3085,0
0.133824,0.1010,0.044103,3086,0
0.139836,0.1092,0.009617,3087,0
0.164926,0.1380,-0.003606,3088,0
0.186496,0.1596,0.032816,3089,0
0.152461,0.1216,0.064172,3090,0
0.212593,0.1805,0.035618,3091,0
0.162224,0.1289,0.034173,3092,1
0.191952,0.1591,0.023607,3093,0
0.186717,0.1558,0.005676,3094,0
0.188895,0.1555,0.044675,3095,0
0.183322,0.1492,0.025622,3096,0
0.189676,0.1567,0.016882,3097,0
0.183345,0.1501,0.036809,3098,0
0.179635,0.1467,0.025004,3099,0
0.175830,0.1420,0.034364,3100,0
0.138485,0.1030,0.047804,3101,0
0.160503,0.1238,0.033663,3102,0
0.115941,0.0769,0.041324,3103,0
0.162704,0.1231,0.038403,3104,0
0.096126,0.0558,0.047599,3105,0
0.082504,0.0417,0.037193,3106,0
0.044316,-0.0003,0.066305,3107,0
0.029151,-0.0129,0.007645,3108,0
0.003388,-0.0382,0.021890,3109,0
-0.015428,-0.0594,0.058833,3110,0
-0.053109,-0.0968,0.030565,3111,0
-0.047802,-0.0948,0.060056,3112,0
-0.026568,-0.0737,0.039324,3113,0
0.003410,-0.0467,0.062082,3114,0
-0.059408,-0.1107,0.049570,3115,0
-0.030152,-0.0851,0.075782,3116,0
-0.018099,-0.0747,0.055872,3117,0
-0.030392,-0.0883,0.055040,3118,0
-0.013010,-0.0677,0.015066,3119,0
-0.026294,-0.0805,0.041063,3120,0
-0.058466,-0.1142,0.057101,3121,0
-0.036002,-0.0891,0.027769,3122,0
-0.039320,-0.0976,0.080338,3123,0
-0.022015,-0.0831,0.066665,3124,0
-0.003921,-0.0685,0.084203,3125,0
-0.002953,-0.0720,0.085530,3126,0
0.022303,-0.0509,0.093684,3127,0
0.038366,-0.0372,0.073102,3128,0
0.053169,-0.0276,0.105755,3129,0
0.023894,-0.0613,0.097773,3130,0
0.107648,0.0141,0.141287,3131,0
0.091698,-0.0086,0.124434,3132,0
0.115154,0.0127,0.085771,3133,0
0.112848,0.0012,0.140522,3134,0
0.141948,0.0213,0.151154,3135,0
0.114899,-0.0128,0.143118,3136,0
0.147189,0.0080,0.180030,3137,0
0.158308,0.0124,0.158053,3138,0
0.176862,0.0226,0.172237,3139,0
0.172512,0.0124,0.160045,3140,0
0.203869,0.0375,0.168457,3141,0
0.215261,0.0415,0.184650,3142,0
0.185147,0.0016,0.204443,3143,0
0.209886,0.0168,0.218147,3144,0
0.212020,0.0116,0.200132,3145,0
0.234336,0.0217,0.262385,3146,0
0.222057,-0.0039,0.271173,3147,0
0.223225,-0.0155,0.262683,3148,0
0.249479,0.0004,0.264574,3149,0
0.271713,0.0121,0.274890,3150,0
0.256267,-0.0122,0.263374,3151,0
0.321049,0.0415,0.300210,3152,0
0.311578,0.0220,0.289178,3153,0
0.314858,0.0153,0.299903,3154,0
0.331045,0.0188,0.327539,3155,0
0.307226,-0.0147,0.310985,3156,0
0.388373,0.0593,0.300274,3157,0
0.383840,0.0468,0.318790,3158,0
0.352935,0.0048,0.355766,3159,0
0.346614,-0.0123,0.355521,3160,0
0.380190,0.0110,0.375432,3161,0
0.385335,0.0063,0.378747,3162,0
0.410926,0.0200,0.398797,3163,0
0.422243,0.0226,0.377967,3164,0
0.421779,0.0119,0.399338,3165,0
0.438655,0.0195,0.394072,3166,0
