Abdomem,Fecg,Torax,Tempo,Classificacao
0.054820,0.1320,-0.028653,4363,0
0.074564,0.1288,0.022546,4364,0
0.055622,0.0960,-0.016501,4365,0
0.018849,0.0466,0.012788,4366,0
-0.030125,-0.0139,0.019256,4367,0
-0.022812,-0.0126,0.003593,4368,0
-0.025519,-0.0186,-0.009881,4369,0
-0.036066,-0.0329,0.003041,4370,0
-0.051561,-0.0526,0.019855,4371,0
-0.086276,-0.0889,0.008680,4372,0
-0.093209,-0.1012,0.042222,4373,0
-0.086874,-0.0933,-0.010796,4374,0
-0.095416,-0.1040,0.017668,4375,0
-0.105134,-0.1124,-0.015182,4376,0
-0.085641,-0.0924,0.000864,4377,0
-0.097683,-0.1060,0.011963,4378,0
-0.087529,-0.0972,0.021099,4379,0
-0.081509,-0.0933,0.020382,4380,0
-0.073282,-0.0857,0.015703,4381,0
-0.072085,-0.0838,0.005117,4382,0
-0.036473,-0.0439,-0.028677,4383,0
-0.069443,-0.0790,0.022875,4384,0
-0.060224,-0.0682,-0.005718,4385,0
-0.051435,-0.0570,-0.008442,4386,0
-0.064152,-0.0663,-0.021270,4387,0
-0.030991,-0.0332,0.012926,4388,0
-0.027227,-0.0306,0.010750,4389,0
-0.001734,-0.0058,0.012297,4390,0
-0.009235,-0.0177,0.037204,4391,0
-0.001568,-0.0107,0.011154,4392,0
0.000524,-0.0088,0.009386,4393,0
0.036530,0.0274,0.008070,4394,0
0.007694,-0.0038,0.027935,4395,0
0.012305,0.0025,-0.005603,4396,0
0.018647,0.0047,0.038947,4397,0
0.037895,0.0253,-0.011077,4398,0
0.035944,0.0196,0.043504,4399,0
0.013620,-0.0011,-0.006625,4400,0
0.020943,0.0065,0.003756,4401,0
-0.012292,-0.0311,0.042223,4402,0
0.000363,-0.0230,0.052940,4403,0
-0.002292,-0.0305,0.056781,4404,0
0.036470,0.0091,0.010619,4405,0
-0.001477,-0.0257,-0.003106,4406,0
0.054722,0.0307,0.015686,4407,0
0.023260,-0.0014,0.021774,4408,0
0.024621,-0.0009,0.024638,4409,0
0.058357,0.0339,0.013071,4410,0
0.025095,-0.0038,0.052187,4411,0
0.037063,0.0090,0.019809,4412,0
0.035224,0.0073,0.014172,4413,0
0.019331,-0.0068,0.013071,4414,0
-0.003017,-0.0312,0.034007,4415,0
0.038972,0.0125,0.007288,4416,0
0.025122,-0.0003,0.019482,4417,0
0.035354,0.0132,0.002120,4418,0
0.043487,0.0236,0.008704,4419,0
0.043590,0.0210,0.039006,4420,0
-0.004927,-0.0318,0.050479,4421,0
0.024608,-0.0014,0.013007,4422,0
0.018041,-0.0102,0.040629,4423,0
0.044820,0.0161,0.027487,4424,0
0.019911,-0.0118,0.045840,4425,0
0.014588,-0.0185,0.041711,4426,0
0.071335,0.0405,0.003397,4427,0
0.042415,0.0097,0.037924,4428,0
0.042598,0.0104,0.018174,4429,0
0.039770,0.0041,0.056565,4430,0
0.009142,-0.0272,0.028261,4431,0
0.030418,-0.0054,0.022241,4432,0
0.000551,-0.0366,0.035146,4433,0
0.040676,0.0047,0.017357,4434,0
0.072964,0.0419,-0.007634,4435,0
0.015139,-0.0117,-0.001920,4436,0
0.042178,0.0152,0.025500,4437,0
0.015473,-0.0127,0.040407,4438,0
0.028712,0.0039,-0.001290,4439,0
0.031817,0.0110,-0.004706,4440,0
0.040621,0.0143,0.072563,4441,0
0.007818,-0.0192,0.024759,4442,0
0.008934,-0.0209,0.050112,4443,0
0.042824,0.0116,0.034162,4444,0
-0.000937,-0.0308,0.019422,4445,0
0.024907,-0.0067,0.038855,4446,0
0.052639,0.0211,0.021645,4447,0
0.038151,0.0043,0.045303,4448,0
0.050750,0.0161,0.029487,4449,0
0.068584,0.0352,0.007797,4450,0
0.091202,0.0584,0.016168,4451,0
0.072929,0.0373,0.051840,4452,0
0.026162,-0.0094,0.031296,4453,0
0.062880,0.0234,0.056017,4454,0
0.081014,0.0370,0.063422,4455,0
0.038037,-0.0046,0.031824,4456,0
0.060648,0.0175,0.036879,4457,0
0.055633,0.0116,0.044608,4458,0
0.036779,-0.0053,0.018434,4459,0
0.086878,0.0430,0.046002,4460,0
0.057099,0.0122,0.044295,4461,0
0.063041,0.0179,0.035278,4462,0
0.042027,0.0007,0.006427,4463,0
0.059239,0.0164,0.047457,4464,0
0.084515,0.0399,0.045297,4465,0
0.052096,0.0062,0.045498,4466,0
0.066067,0.0186,0.055448,4467,0
0.068147,0.0202,0.042535,4468,0
0.075179,0.0214,0.092515,4469,0
0.047540,-0.0062,0.045501,4470,0
0.042098,-0.0151,0.068665,4471,0
0.100067,0.0405,0.061759,4472,0
0.041038,-0.0208,0.063086,4473,0
0.127800,0.0672,0.030424,4474,0
0.107422,0.0418,0.089710,4475,0
0.100341,0.0297,0.091012,4476,0
0.115791,0.0354,0.130707,4477,0
0.109393,0.0181,0.139530,4478,0
0.132118,0.0400,0.068691,4479,0
0.092089,-0.0079,0.129870,4480,0
0.142153,0.0368,0.112607,4481,0
0.151403,0.0385,0.136945,4482,0
0.156672,0.0349,0.149416,4483,0
0.169444,0.0409,0.146493,4484,0
0.185975,0.0435,0.200239,4485,0
0.184874,0.0367,0.143604,4486,0
0.224414,0.0698,0.153435,4487,0
0.184484,0.0260,0.136830,4488,0
0.239991,0.0710,0.191257,4489,0
0.245821,0.0725,0.159563,4490,0
0.189022,0.0065,0.204161,4491,0
0.245270,0.0543,0.211795,4492,0
0.268701,0.0675,0.231916,4493,0
0.233884,0.0224,0.222685,4494,0
0.253780,0.0386,0.188687,4495,0
0.301470,0.0747,0.254108,4496,0
0.313599,0.0763,0.257536,4497,0
0.311245,0.0670,0.235748,4498,0
0.304119,0.0482,0.279566,4499,0
0.315351,0.0518,0.262941,4500,0
0.321600,0.0490,0.267016,4501,0
0.318510,0.0376,0.270170,4502,0
0.342887,0.0516,0.290192,4503,0
0.320906,0.0234,0.274851,4504,0
0.356393,0.0490,0.304274,4505,0
0.376211,0.0609,0.304012,4506,0
0.385045,0.0606,0.320550,4507,0
0.378687,0.0446,0.334323,4508,0
0.366431,0.0188,0.370497,4509,0
0.431180,0.0723,0.352333,4510,0
0.381097,0.0139,0.348666,4511,0
0.424741,0.0471,0.373125,4512,0
0.407268,0.0183,0.381422,4513,0
0.433624,0.0304,0.422676,4514,0
0.451030,0.0347,0.416137,4515,0
0.476004,0.0557,0.349018,4516,0
0.452073,0.0201,0.419674,4517,0
0.441637,-0.0013,0.425964,4518,0
0.458370,0.0102,0.382177,4519,0
0.459070,0.0077,0.378439,4520,0
0.494146,0.0359,0.413841,4521,0
0.451359,-0.0119,0.407112,4522,0
0.463090,-0.0080,0.439181,4523,0
0.460931,-0.0092,0.377955,4524,0
0.492358,0.0234,0.374272,4525,0
0.490438,0.0173,0.419395,4526,0
0.474227,0.0020,0.386040,4527,0
0.501469,0.0293,0.395934,4528,0
0.462356,-0.0040,0.355843,4529,0
0.447329,-0.0181,0.393219,4530,0
0.455014,-0.0072,0.360182,4531,0
0.470425,0.0100,0.386856,4532,0
0.474207,0.0190,0.357427,4533,0
0.446104,-0.0020,0.329628,4534,0
0.411607,-0.0270,0.307285,4535,0
0.434447,-0.0002,0.357027,4536,0
0.422930,-0.0031,0.314380,4537,0
0.415879,-0.0007,0.307741,4538,0
0.449969,0.0454,0.268757,4539,0
0.378475,-0.0156,0.274257,4540,0
0.411742,0.0253,0.303242,4541,0
0.376645,-0.0003,0.273793,4542,0
0.373133,0.0045,0.279161,4543,0
0.364178,0.0061,0.247313,4544,0
0.358884,0.0096,0.262803,4545,0
0.336624,-0.0027,0.239679,4546,0
0.316576,-0.0153,0.258669,4547,0
0.307486,-0.0174,0.250214,4548,0
0.352089,0.0354,0.228493,4549,0
0.316164,0.0054,0.236823,4550,0
0.307406,0.0077,0.200120,4551,0
0.260557,-0.0271,0.176273,4552,0
0.229659,-0.0474,0.179746,4553,0
0.271791,0.0040,0.177275,4554,0
0.270248,0.0108,0.180808,4555,0
0.259792,0.0110,0.162634,4556,0
0.253280,0.0157,0.144188,4557,0
0.242978,0.0146,0.154892,4558,0
0.211698,-0.0098,0.161653,4559,0
0.144675,-0.0658,0.125290,4560,0
0.181064,-0.0135,0.073206,4561,0
0.193366,0.0088,0.117313,4562,0
0.172089,0.0025,0.066390,4563,0
0.174130,0.0168,0.075962,4564,0
0.110942,-0.0408,0.123957,4565,0
0.138115,-0.0056,0.090388,4566,0
0.136452,0.0031,0.059453,4567,0
0.109083,-0.0159,0.070796,4568,0
0.122547,0.0038,0.082587,4569,0
0.042406,-0.0743,0.111875,4570,0
0.083206,-0.0247,0.047689,4571,0
0.083995,-0.0180,0.061711,4572,0
0.044772,-0.0531,0.074253,4573,0
0.068704,-0.0188,0.017905,4574,0
0.106998,0.0263,0.034374,4575,0
0.058144,-0.0128,-0.004728,4576,0
0.048599,-0.0155,0.024455,4577,0
0.060341,0.0054,-0.009667,4578,0
0.061913,0.0117,0.025817,4579,0
0.063647,0.0163,0.047317,4580,0
0.048528,0.0045,0.031605,4581,0
0.059462,0.0200,0.011793,4582,0
0.047263,0.0134,0.003059,4583,0
0.008856,-0.0212,0.015962,4584,0
0.023228,-0.0019,0.008704,4585,0
0.026530,0.0031,0.017344,4586,0
0.012252,-0.0072,-0.001705,4587,0
0.064478,0.0459,0.024405,4588,0
0.018256,0.0020,-0.002551,4589,0
0.010692,-0.0041,0.006846,4590,0
0.025783,0.0128,-0.004244,4591,0
0.011406,0.0000,0.003389,4592,0
0.026209,0.0152,0.004874,4593,0
0.035526,0.0244,0.017437,4594,0
0.047634,0.0422,-0.027689,4595,0
0.030482,0.0271,-0.004596,4596,0
0.033730,0.0319,-0.005782,4597,0
-0.016675,-0.0256,0.063164,4598,0
0.006161,-0.0029,0.009750,4599,0
0.020832,0.0156,-0.024756,4600,0
-0.001089,-0.0046,-0.007022,4601,0
0.005075,0.0011,0.007113,4602,0
0.013157,0.0039,0.051868,4603,0
-0.002709,-0.0113,-0.002510,4604,0
-0.000587,-0.0068,-0.014389,4605,0
0.043681,0.0348,0.025185,4606,0
-0.006314,-0.0148,0.002464,4607,0
-0.025034,-0.0361,0.026803,4608,0
-0.010521,-0.0210,0.004805,4609,0
-0.014407,-0.0240,-0.007708,4610,0
0.023546,0.0144,0.002410,4611,0
-0.019341,-0.0284,0.005918,4612,0
-0.020181,-0.0228,-0.034102,4613,0
0.025819,0.0264,-0.021637,4614,0
0.030061,0.0325,-0.017485,4615,0
0.029468,0.0320,0.000296,4616,0
0.057408,0.0621,-0.013803,4617,0
0.021031,0.0327,-0.046424,4618,0
-0.007730,0.0068,-0.027564,4619,0
0.014811,0.0257,0.023531,4620,0
0.012310,0.0249,-0.013128,4621,0
-0.014439,0.0043,-0.056684,4622,0
0.012994,0.0336,-0.018723,4623,0
-0.023567,-0.0029,-0.010846,4624,0
0.007155,0.0257,0.004358,4625,0
-0.009213,0.0064,0.012717,4626,0
-0.017626,-0.0057,0.018968,4627,0
0.023146,0.0310,0.015628,4628,0
-0.004507,0.0028,-0.009802,4629,0
-0.015740,-0.0120,0.017380,4630,0
-0.004002,-0.0047,0.030204,4631,0
-0.035407,-0.0382,0.009094,4632,0
0.027478,0.0250,-0.016145,4633,0
0.035029,0.0307,0.007688,4634,0
0.001287,-0.0030,0.004486,4635,0
-0.002893,-0.0061,-0.012248,4636,0
-0.015123,-0.0210,0.011179,4637,0
0.019028,0.0100,0.026591,4638,0
-0.027633,-0.0381,0.015093,4639,0
-0.007958,-0.0154,-0.016553,4640,0
-0.016304,-0.0226,-0.000557,4641,0
-0.017070,-0.0251,0.023706,4642,0
-0.011609,-0.0192,0.005252,4643,0
-0.014276,-0.0251,0.030008,4644,0
0.048025,0.0367,0.013660,4645,0
-0.019251,-0.0313,0.018207,4646,0
0.032237,0.0177,0.028490,4647,0
0.031647,0.0167,0.006971,4648,0
0.003406,-0.0151,0.038938,4649,0
0.033199,0.0174,-0.012055,4650,0
0.009917,-0.0063,0.010512,4651,0
0.008429,-0.0084,0.018218,4652,0
0.025527,0.0127,-0.017868,4653,0
0.006419,-0.0074,0.020593,4654,0
0.018346,0.0031,0.018130,4655,0
0.020654,0.0033,0.028545,4656,0
0.027883,0.0112,0.011894,4657,0
0.021541,0.0063,0.000853,4658,0
0.016014,0.0019,0.008531,4659,0
0.052465,0.0393,0.004961,4660,0
0.041300,0.0281,0.014104,4661,0
0.029590,0.0162,0.016538,4662,0
0.047511,0.0366,-0.010195,4663,0
0.002893,-0.0075,0.011497,4664,0
0.056528,0.0470,-0.002558,4665,0
0.023916,0.0218,-0.051370,4666,0
0.016024,0.0154,-0.004010,4667,0
0.061597,0.0637,-0.021484,4668,0
0.053129,0.0576,-0.011788,4669,0
0.045442,0.0512,-0.005030,4670,0
0.078616,0.0851,0.000154,4671,0
0.113165,0.1181,0.013537,4672,0
0.084577,0.0912,-0.015289,4673,0
0.082918,0.0880,0.011494,4674,0
0.049929,0.0563,-0.012743,4675,0
0.058201,0.0636,0.007127,4676,0
0.092845,0.0996,-0.012813,4677,0
0.060728,0.0688,-0.018453,4678,0
0.049362,0.0602,-0.027007,4679,0
0.035161,0.0408,0.034529,4680,0
0.058479,0.0586,0.029380,4681,0
0.072355,0.0727,-0.004742,4682,0
0.049281,0.0448,0.033712,4683,0
0.063188,0.0562,0.017988,4684,0
0.064449,0.0560,0.013482,4685,0
0.071333,0.0574,0.047954,4686,0
0.055372,0.0413,0.008008,4687,0
0.021118,0.0104,-0.026189,4688,0
0.056734,0.0480,-0.009030,4689,0
0.059268,0.0517,-0.007596,4690,0
0.030412,0.0239,-0.001940,4691,0
0.068455,0.0617,0.004221,4692,0
0.062921,0.0603,-0.031689,4693,0
0.057343,0.0533,0.012982,4694,0
0.051449,0.0459,0.026302,4695,0
0.038977,0.0339,0.008358,4696,0
0.028516,0.0252,-0.010349,4697,0
0.026936,0.0232,0.015340,4698,0
0.028322,0.0214,0.032929,4699,0
0.018123,0.0080,0.032886,4700,0
0.044429,0.0338,0.017399,4701,0
0.015260,0.0073,-0.018307,4702,0
0.007905,0.0007,-0.009833,4703,0
0.023690,0.0168,-0.000400,4704,0
-0.007950,-0.0172,0.021478,4705,0
0.022172,0.0134,0.001269,4706,0
0.024329,0.0177,-0.011308,4707,0
-0.017232,-0.0245,0.005032,4708,0
0.040511,0.0380,-0.030342,4709,0
0.043663,0.0401,0.019370,4710,0
-0.003794,-0.0066,-0.000080,4711,0
0.037275,0.0358,-0.008536,4712,0
0.019451,0.0185,0.002632,4713,0
0.007867,0.0079,0.002084,4714,0
-0.007542,-0.0021,-0.037619,4715,0
0.003096,0.0061,0.021271,4716,0
-0.031011,-0.0296,0.007685,4717,0
-0.018822,-0.0159,-0.015027,4718,0
-0.010382,-0.0113,0.030909,4719,0
-0.000487,-0.0018,0.007026,4720,0
-0.000958,-0.0044,0.016866,4721,0
0.000817,-0.0028,-0.000695,4722,0
-0.005814,-0.0136,0.035954,4723,0
0.001706,-0.0083,0.014431,4724,0
0.042288,0.0312,0.016469,4725,0
-0.010991,-0.0218,0.001635,4726,0
-0.002726,-0.0150,0.014664,4727,0
0.014192,0.0018,0.007643,4728,0
-0.029834,-0.0387,-0.022732,4729,0
-0.013476,-0.0206,-0.015977,4730,0
-0.009394,-0.0160,0.007147,4731,0
0.016290,0.0099,0.006721,4732,0
-0.010662,-0.0171,0.004004,4733,0
0.028137,0.0241,-0.006949,4734,0
0.010273,0.0057,0.011737,4735,0
-0.008008,-0.0116,0.000004,4736,0
0.044801,0.0409,0.007014,4737,0
0.025353,0.0189,0.032532,4738,0
0.035382,0.0287,0.008562,4739,0
0.031270,0.0175,0.064882,4740,0
-0.016837,-0.0351,0.042195,4741,0
0.022711,0.0037,0.016333,4742,0
-0.004127,-0.0225,0.002927,4743,0
0.009471,-0.0088,0.001758,4744,0
-0.009099,-0.0273,0.005473,4745,0
-0.018517,-0.0362,0.008620,4746,0
-0.020342,-0.0362,-0.003314,4747,0
-0.028125,-0.0427,0.001578,4748,0
-0.010882,-0.0234,-0.006985,4749,0
-0.032576,-0.0468,0.027915,4750,0
-0.024703,-0.0440,0.054429,4751,0
0.016474,-0.0016,0.005818,4752,0
0.012842,-0.0033,0.003866,4753,0
-0.015476,-0.0342,0.036194,4754,0
0.004209,-0.0125,0.008868,4755,0
0.014415,-0.0088,0.072680,4756,0
-0.016759,-0.0406,0.019613,4757,0
0.022723,0.0022,-0.015355,4758,0
-0.008656,-0.0309,0.026276,4759,0
-0.007501,-0.0302,0.016965,4760,0
0.064286,0.0413,0.017737,4761,0
0.067775,0.0417,0.040028,4762,0
0.071541,0.0420,0.045249,4763,0
0.114525,0.0819,0.042879,4764,0
0.134072,0.1004,0.034776,4765,0
0.091773,0.0549,0.058656,4766,0
0.134199,0.0922,0.065015,4767,0
0.147452,0.0952,0.110113,4768,0
0.173221,0.1116,0.113124,4769,0
0.208519,0.1387,0.101461,4770,0
0.224282,0.1469,0.112589,4771,0
0.251436,0.1612,0.148788,4772,0
0.243484,0.1416,0.138373,4773,0
0.241146,0.1291,0.141600,4774,0
0.300325,0.1719,0.198702,4775,0
0.286538,0.1439,0.189035,4776,1
0.315886,0.1586,0.206429,4777,0
0.310683,0.1416,0.191835,4778,0
0.314103,0.1294,0.231830,4779,0
0.371382,0.1692,0.254953,4780,0
0.326191,0.1091,0.250148,4781,0
0.352037,0.1169,0.287452,4782,0
0.342642,0.0919,0.288024,4783,0
0.355524,0.0873,0.312717,4784,0
0.347582,0.0612,0.327125,4785,0
0.364850,0.0623,0.324810,4786,0
0.393319,0.0743,0.344936,4787,0
0.338626,0.0025,0.359608,4788,0
0.373170,0.0196,0.375147,4789,0
0.366531,-0.0078,0.426044,4790,0
0.352880,-0.0446,0.456065,4791,0
0.417238,0.0002,0.443722,4792,0
0.401758,-0.0321,0.430428,4793,0
0.422968,-0.0322,0.488969,4794,0
0.431645,-0.0421,0.484575,4795,0
0.433657,-0.0636,0.536669,4796,0
0.463816,-0.0477,0.483032,4797,0
0.470595,-0.0641,0.568501,4798,0
0.468773,-0.0834,0.540674,4799,0
0.536174,-0.0358,0.576124,4800,0
0.546420,-0.0510,0.635257,4801,0
0.552763,-0.0681,0.638778,4802,0
0.602233,-0.0430,0.665691,4803,0
0.595586,-0.0690,0.642274,4804,0
0.618904,-0.0621,0.643478,4805,0
0.657646,-0.0453,0.707448,4806,0
0.703468,-0.0180,0.689034,4807,0
0.726293,-0.0146,0.706812,4808,0
0.779832,0.0178,0.747835,4809,0
0.762494,-0.0201,0.754362,4810,0
0.794351,-0.0042,0.742486,4811,0
0.821537,0.0073,0.740989,4812,0
0.818449,-0.0068,0.732518,4813,0
0.824329,-0.0163,0.774183,4814,0
0.854736,0.0017,0.769462,4815,0
0.916592,0.0547,0.761332,4816,0
0.895756,0.0279,0.742442,4817,0
0.864350,-0.0057,0.723415,4818,0
0.896692,0.0223,0.743671,4819,0
0.894914,0.0166,0.745606,4820,0
0.934012,0.0570,0.720308,4821,0
0.912517,0.0363,0.719446,4822,0
0.893223,0.0246,0.670061,4823,0
0.889532,0.0234,0.721469,4824,0
0.904961,0.0435,0.702602,4825,0
0.881184,0.0316,0.636346,4826,0
0.854702,0.0176,0.627584,4827,0
0.854778,0.0237,0.676050,4828,0
0.792254,-0.0304,0.660126,4829,0
0.824860,0.0151,0.618244,4830,0
0.838440,0.0417,0.605634,4831,0
0.770819,-0.0128,0.591798,4832,0
0.811611,0.0424,0.572888,4833,0
0.764111,0.0136,0.531053,4834,0
0.706167,-0.0276,0.537817,4835,0
0.738285,0.0226,0.513770,4836,0
0.690876,-0.0081,0.511249,4837,0
0.667662,-0.0121,0.471160,4838,0
0.631459,-0.0263,0.447968,4839,0
0.656561,0.0217,0.423745,4840,0
0.626292,0.0111,0.421033,4841,0
0.579141,-0.0186,0.427091,4842,0
0.508105,-0.0711,0.416722,4843,0
0.586223,0.0310,0.355477,4844,0
0.528201,-0.0070,0.361364,4845,0
0.503032,-0.0129,0.352178,4846,0
0.516549,0.0219,0.318769,4847,0
0.499121,0.0221,0.330523,4848,0
0.442252,-0.0174,0.310767,4849,0
0.425798,-0.0135,0.276407,4850,0
0.427367,0.0103,0.241723,4851,0
0.393035,-0.0080,0.278364,4852,0
0.350988,-0.0253,0.184840,4853,0
0.307610,-0.0474,0.195683,4854,0
0.331868,-0.0036,0.192858,4855,0
0.357359,0.0411,0.181611,4856,0
0.274031,-0.0220,0.160000,4857,0
0.272057,-0.0030,0.139007,4858,0
0.276516,0.0186,0.143318,4859,0
0.207666,-0.0322,0.124652,4860,0
0.212952,-0.0050,0.078627,4861,0
0.193797,-0.0071,0.098103,4862,0
0.199861,0.0175,0.074990,4863,0
0.186398,0.0211,0.069851,4864,0
0.166316,0.0162,0.065037,4865,0
0.116954,-0.0213,0.074725,4866,0
0.130266,0.0031,0.078320,4867,0
0.135054,0.0196,0.043134,4868,0
0.094542,-0.0107,0.050858,4869,0
0.106286,0.0101,0.050725,4870,0
0.102759,0.0207,-0.001553,4871,0
0.069602,-0.0025,0.019365,4872,0
0.070159,0.0063,0.021977,4873,0
0.020940,-0.0308,-0.016178,4874,0
0.053550,0.0094,0.009842,4875,0
0.060260,0.0223,0.005537,4876,0
0.028838,-0.0051,0.024196,4877,0
0.041368,0.0107,0.020344,4878,0
0.012666,-0.0121,-0.005836,4879,0
0.049518,0.0285,0.007371,4880,0
0.017258,-0.0040,0.038388,4881,0
0.015206,-0.0041,0.018334,4882,0
0.032430,0.0160,-0.000267,4883,0
0.015734,0.0013,0.006664,4884,0
0.039089,0.0244,0.022542,4885,0
0.050911,0.0350,0.018854,4886,0
0.026605,0.0093,0.025420,4887,0
0.032024,0.0151,0.011206,4888,0
0.012011,-0.0086,0.037332,4889,0
0.038529,0.0158,0.031226,4890,0
0.036976,0.0083,0.063998,4891,0
0.065444,0.0358,0.028699,4892,0
0.009805,-0.0196,0.017755,4893,0
0.029276,0.0010,0.005734,4894,0
0.030434,0.0006,0.032212,4895,0
0.046481,0.0189,0.007706,4896,0
0.014905,-0.0090,-0.009814,4897,0
0.035237,0.0087,0.038772,4898,0
-0.003062,-0.0276,0.003964,4899,0
0.008197,-0.0131,-0.003638,4900,0
0.054154,0.0347,0.006143,4901,0
-0.007144,-0.0209,-0.025432,4902,0
0.044687,0.0303,0.022546,4903,0
0.060853,0.0459,0.026962,4904,0
0.064803,0.0503,0.016224,4905,0
0.044743,0.0310,0.018798,4906,0
0.051821,0.0370,0.024436,4907,0
0.033424,0.0237,-0.029753,4908,0
0.026410,0.0142,0.029588,4909,0
0.024796,0.0116,0.022971,4910,0
0.037310,0.0274,-0.018383,4911,0
0.053525,0.0440,0.001700,4912,0
0.026970,0.0146,0.038881,4913,0
0.043737,0.0320,0.002460,4914,0
0.020754,0.0083,0.011834,4915,0
0.032054,0.0223,-0.013196,4916,0
0.041534,0.0297,0.019647,4917,0
0.052298,0.0402,0.016522,4918,0
0.037465,0.0307,-0.029668,4919,0
0.031925,0.0299,-0.029544,4920,0
0.054538,0.0580,-0.037020,4921,0
-0.008241,-0.0004,-0.029821,4922,0
0.001597,0.0188,-0.083511,4923,0
0.004600,0.0297,-0.062417,4924,0
0.005806,0.0456,-0.123802,4925,0
-0.011455,0.0427,-0.136397,4926,0
-0.054556,0.0136,-0.134006,4927,0
-0.052134,0.0351,-0.176561,4928,0
-0.075677,0.0336,-0.218573,4929,0
-0.082618,0.0508,-0.244255,4930,0
-0.146226,0.0152,-0.295173,4931,0
-0.190958,-0.0037,-0.283783,4932,0
-0.198915,0.0177,-0.328848,4933,0
-0.224285,0.0184,-0.329639,4934,0
-0.255276,0.0144,-0.352479,4935,0
-0.307931,-0.0112,-0.372688,4936,0
-0.340234,-0.0180,-0.375847,4937,0
-0.381884,-0.0395,-0.361748,4938,0
-0.340813,0.0237,-0.389337,4939,0
-0.376715,0.0059,-0.387536,4940,0
-0.422068,-0.0276,-0.352659,4941,0
-0.395528,0.0034,-0.304058,4942,0
-0.415251,-0.0143,-0.304066,4943,0
-0.388368,0.0039,-0.232778,4944,0
-0.390456,-0.0107,-0.209438,4945,0
-0.329714,0.0282,-0.143108,4946,0
-0.314399,0.0128,-0.061954,4947,0
-0.272822,0.0161,0.000128,4948,0
-0.213331,0.0299,0.075679,4949,0
-0.192902,0.0007,0.122168,4950,0
-0.151053,-0.0184,0.234773,4951,0
-0.040939,0.0245,0.316777,4952,0
0.090359,0.0834,0.395337,4953,0
0.125712,0.0370,0.505221,4954,0
0.246245,0.0676,0.619886,4955,0
0.312047,0.0438,0.674631,4956,0
0.408081,0.0474,0.760549,4957,0
0.496097,0.0302,0.922632,4958,0
0.632209,0.0622,0.990975,4959,0
0.752375,0.0781,1.059364,4960,0
0.873020,0.0873,1.197992,4961,0
0.970212,0.0743,1.272025,4962,0
1.067843,0.0573,1.391390,4963,0
1.190034,0.0684,1.449934,4964,0
1.323425,0.0838,1.588122,4965,0
1.406782,0.0551,1.634409,4966,0
1.508074,0.0487,1.692249,4967,0
1.595933,0.0312,1.762667,4968,0
1.701032,0.0359,1.819432,4969,0
1.824544,0.0656,1.857768,4970,0
1.944355,0.0931,1.916006,4971,0
2.005597,0.0753,1.882517,4972,0
2.058034,0.0533,1.941983,4973,0
2.101115,0.0317,1.938512,4974,0
2.186870,0.0630,1.927457,4975,0
2.207315,0.0440,1.870545,4976,0
2.193750,0.0006,1.852887,4977,0
2.188233,-0.0189,1.798135,4978,0
2.244937,0.0342,1.759698,4979,0
2.197114,-0.0022,1.663859,4980,0
2.192490,0.0216,1.557919,4981,0
2.103128,-0.0293,1.479181,4982,0
2.027222,-0.0505,1.375189,4983,0
1.999940,-0.0127,1.293754,4984,0
1.876439,-0.0565,1.142431,4985,0
1.805563,-0.0297,0.988231,4986,0
1.684868,-0.0480,0.888681,4987,0
1.564191,-0.0513,0.733023,4988,0
1.454128,-0.0360,0.604614,4989,0
1.308425,-0.0466,0.448500,4990,0
1.213169,-0.0034,0.334783,4991,0
1.033913,-0.0440,0.239974,4992,0
0.866445,-0.0652,0.087307,4993,0
0.693895,-0.0843,-0.069085,4994,0
0.523929,-0.0985,-0.203904,4995,0
0.396929,-0.0660,-0.355703,4996,0
0.235033,-0.0685,-0.478143,4997,0
0.093207,-0.0487,-0.622130,4998,0
-0.111736,-0.0916,-0.752032,4999,0
-0.224700,-0.0457,-0.863299,5000,0
-0.427905,-0.0928,-0.980978,5001,0
-0.542614,-0.0569,-1.060025,5002,0
-0.670262,-0.0396,-1.151299,5003,0
-0.815486,-0.0480,-1.212941,5004,0
-0.965210,-0.0644,-1.313596,5005,0
-1.072541,-0.0521,-1.319311,5006,0
-1.198358,-0.0688,-1.344644,5007,0
-1.307277,-0.0769,-1.393772,5008,0
-1.364072,-0.0452,-1.403549,5009,0
-1.428576,-0.0413,-1.345347,5010,0
-1.514986,-0.0707,-1.347669,5011,0
-1.538002,-0.0492,-1.322736,5012,0
-1.559359,-0.0422,-1.271614,5013,0
-1.533511,-0.0061,-1.190201,5014,0
-1.505169,0.0168,-1.119525,5015,0
-1.520509,-0.0210,-1.026861,5016,0
-1.481426,-0.0166,-0.943281,5017,0
-1.477363,-0.0587,-0.867390,5018,0
-1.385783,-0.0212,-0.795712,5019,0
-1.273366,0.0247,-0.701626,5020,0
-1.213259,0.0078,-0.596059,5021,0
-1.153324,-0.0155,-0.511403,5022,0
-1.032929,0.0163,-0.430092,5023,0
-0.926201,0.0293,-0.344187,5024,0
-0.830071,0.0361,-0.313836,5025,0
-0.770240,0.0052,-0.246161,5026,0
-0.680446,0.0090,-0.215863,5027,0
-0.574071,0.0317,-0.163407,5028,0
-0.460661,0.0608,-0.082651,5029,0
-0.402326,0.0431,-0.075593,5030,0
-0.327652,0.0510,-0.073088,5031,0
