ABDOMEM ,FECG,TORAX,Diff,Tempo,Bool
0.299086000000000,0.0868000000000000,0.250599000000000,0.0231,450,0
0.308433000000000,0.0505000000000000,0.183016000000000,-0.0195,500,0
-0.0238600000000000,-0.0332000000000000,0.0394650000000000,-0.0284,550,0
0.166583000000000,0.172100000000000,-0.0158040000000000,-0.003,570,1
-0.0918660000000000,-0.0969000000000000,-0.00133000000000000,0.0343,600,0
0.00764700000000000,0.0108000000000000,0.0288660000000000,0.0148,650,0
0.00793800000000000,-0.00140000000000000,-0.0129900000000000,0.0365,700,0
0.642964000000000,0.156000000000000,0.583328000000000,-0.037,750,0
0.424616000000000,0.0152000000000000,0.270039000000000,-0.0262,800,0
0.0130420000000000,-0.00230000000000000,0.0173840000000000,0.0192,850,0
-0.108832000000000,0.110600000000000,0.108690000000000,-0.0066,900,0
1.36444,0.330100000000000,1.567662,-0.0503,915,1
-0.223357000000000,-0.189800000000000,-0.876731000000000,-0.0181,950,0
0.147225000000000,0.136600000000000,-0.00691100000000000,-0.054,1000,0
-0.00866600000000000,-0.0377000000000000,0.0384500000000000,0.0305,1050,0
0.0569220000000000,-0.0105000000000000,0.0789890000000000,0.0139,1100,0
0.490658000000000,0.0309000000000000,0.399599000000000,0.0084,1150,0
0.0995530000000000,0.0251000000000000,0.0383840000000000,-0.0146,1200,0
0.0295490000000000,0.0247000000000000,-0.0245390000000000,-0.0532,1250,0
0.00814400000000000,0.00940000000000000,0.0406940000000000,0.0185,1300,0
-0.0103770000000000,-0.0120000000000000,0.0184230000000000,0.0113,1350,0
0.183149000000000,0.0636000000000000,0.166660000000000,-0.0398,1400,0
0.513380000000000,0.207900000000000,0.355921000000000,-0.0391,1412,1
0.880959000000000,0.00270000000000000,0.691995000000000,0.0014,1450,0
-0.0484800000000000,-0.0265000000000000,-0.112559000000000,0.0245,1550,0
2.169864,0.0981000000000000,1.886066,-0.057,1600,0
-0.846717000000000,0.0815000000000000,-0.283686000000000,-0.0006,1650,0
0.0970090000000000,0.0547000000000000,0.0141720000000000,-0.0377,1750,0
0.232637000000000,-0.0336000000000000,0.273540000000000,0.017,1800,0
0.616032000000000,0.176700000000000,0.313990000000000,-0.026,1834,1
0.247417000000000,-0.0663000000000000,0.232383000000000,0.0241,1850,0
0.0189490000000000,-0.000400000000000000,0.0159180000000000,-0.008,1950,0
0.0155880000000000,0.0124000000000000,0.0188940000000000,-0.0301,2050,0
0.605932000000000,0.0266000000000000,0.565970000000000,-0.0081,2100,0
